product_code,product_title,until_stockout,monthly_sales,inventory,lead_time
CLEAR - iPhone XS MAX,CLEAR,509,1.6,28,30
CLEAR - iPhone XR,CLEAR,283,4.9,51,30
CLEAR - iPhone X/XS,CLEAR,39,10.8,25,30
CLEAR - iPhone 7/8/SE,CLEAR,105,14.4,65,30
CLEAR - iPhone 12PRO MAX,CLEAR,476,3.8,65,30
CLEAR - iPhone 12/12PRO,CLEAR,5,13.4,16,30
CLEAR - iPhone 12 mini,CLEAR,432,8.6,133,30
CLEAR - iPhone 11 PRO MAX,CLEAR,328,2.1,25,30
CLEAR - iPhone 11 PRO,CLEAR,98,6.5,28,30
CLEAR - iPhone 11,CLEAR,45,14,35,30
AIRiXs_hneda,AIR,13,2.1,2,14
AIRiXs_cervena,AIR,71,1.4,4,14
AIRiXs_cerna,AIR,18,3.7,4,14
AIRiXs_bezova,AIR,437,0.7,11,14
AIRiXs_MAX_hneda,AIR,195,0.9,6,14
AIRiXs_MAX_cervena,AIR,1162,0.4,14,14
AIRiXs_MAX_cerna,AIR,388,0.6,8,14
AIRiXr_hneda,AIR,84,1.2,4,14
AIRiXr_cervena,AIR,12,1.1,1,14
AIRiXr_cerna,AIR,159,1.6,9,14
AIRiX_tmava,AIR,104,1.3,5,14
AIRiX_hneda,AIR,114,1.4,6,14
AIRiX_cervena,AIR,412,0.8,12,14
AIRiX_cerna,AIR,-2,2.5,1,14
AIRiX_bezova,AIR,28,0.7,1,14
AIRi7/8/SE2_tmava,AIR,10,2.4,2,14
AIRi7/8/SE2_hneda,AIR,7,2.8,2,14
AIRi7/8/SE2_cervena,AIR,65,2.3,6,14
AIRi7/8/SE2_cerna,AIR,16,3.9,4,14
AIRi7/8/SE2_bezova,AIR,24,1.6,2,14
3D_iXS MAX,LEMORY 3D,2020,1.3,86,30
3D_iXS,LEMORY 3D,328,3.8,46,30
3D_iXR,LEMORY 3D,119,4.6,23,30
3D_iX,LEMORY 3D,153,5.9,36,30
3D_i7/8/SE2,LEMORY 3D,58,46.7,138,30
3D_i12_mini,LEMORY 3D,667,4.9,115,30
3D_i12_PRO_MAX,LEMORY 3D,374,3.1,42,30
3D_i12_PRO,LEMORY 3D,271,8.8,88,30
3D_i11_PRO_MAX,LEMORY 3D,1355,1.5,68,30
3D_i11_PRO,LEMORY 3D,116,7.6,37,30
3D_i11,LEMORY 3D,-12,39.1,24,30
