product_code,product_title,until_stockout,monthly_sales,inventory,lead_time
,PPLR_HIDDEN_PRODUCT,6.9538396E+09,4.3,999999066,0
PROTECT_12_mini_cervena,CLEAR,405,1.9,28,30
,CLEAR,324,4.3,51,30
PROTECT_12_mini_cerna,CLEAR,159,4,25,30
,CLEAR,422,4.3,65,30
PROTECT_12_PRO_MAX_tmave_modra,CLEAR,1085,1.7,65,30
,CLEAR,81,4.3,16,30
PROTECT_12_PRO_MAX_hneda,CLEAR,1817,2.2,133,30
,CLEAR,143,4.3,25,30
PROTECT_12_PRO_MAX_cervena,CLEAR,985,0.8,28,30
,CLEAR,213,4.3,35,30
PROTECT_12_PRO_MAX_cerna,AIR,20,1.7,2,14
,AIR,13,4.3,4,14
PROTECT_12/12_PRO_tmave_modra,AIR,4,6.7,4,14
,AIR,62,4.3,11,14
PROTECT_12/12_PRO_hneda,AIR,34,3.7,6,14
,AIR,83,4.3,14,14
PROTECT_12/12_PRO_cervena,AIR,43,4.2,8,14
,AIR,13,4.3,4,14
PROTECT_12/12_PRO__cerna,AIR,-10,6.5,1,14
,AIR,48,4.3,9,14
PROTECT_11_šedá,AIR,229,0.6,5,14
,AIR,27,4.3,6,14
PROTECT_11_ruzova,AIR,755,0.5,12,14
,AIR,-8,4.3,1,14
PROTECT_11_hneda,AIR,-4,2.9,1,14
,AIR,-1,4.3,2,14
PROTECT_11_fialova,AIR,41,1.1,2,14
,AIR,27,4.3,6,14
PROTECT_11_cervena,AIR,36,2.4,4,14
,AIR,-1,4.3,2,14
PROTECT_11_cerna,LEMORY 3D,918,2.7,86,30
,LEMORY 3D,289,4.3,46,30
PROTECT_11_PRO_ruzova,LEMORY 3D,1695,0.4,23,30
,LEMORY 3D,220,4.3,36,30
PROTECT_11_PRO_hneda,LEMORY 3D,2106,1.9,138,30
,LEMORY 3D,769,4.3,115,30
PROTECT_11_PRO_cervena,LEMORY 3D,1125,1.1,42,30
,LEMORY 3D,581,4.3,88,30
PROTECT_11_PRO_cerna,LEMORY 3D,1228,1.6,68,30
,LEMORY 3D,227,4.3,37,30
PROTECT_11_PRO_MAX_ruzova,LEMORY 3D,2082,0.3,24,30
,,0,4.3,0,0
PROTECT_11_PRO_MAX_hneda,,0,0.3,0,0
,,0,4.3,0,0
PROTECT_11_PRO_MAX_cervena,,0,0.5,0,0
,,0,4.3,0,0
PROTECT_11_PRO_MAX_cerna,,0,0.7,0,0
,,0,4.3,0,0
PROTECT_11 PRO_šedá,,0,0.6,0,0
,,0,4.3,0,0
PROTECT_11 PRO_zelená,,0,1.9,0,0
,,0,4.3,0,0
PROTECT_11 PRO_fialová,,0,0.6,0,0
,,0,4.3,0,0
PROTECT_11 PRO MAX_šedá,,0,0.2,0,0
,,0,4.3,0,0
Gravirovani,,0,0,0,0
,,0,4.3,0,0
CLEAR - iPhone XS MAX,,0,2.3,0,0
,,0,4.3,0,0
CLEAR - iPhone XR,,0,8.3,0,0
,,0,4.3,0,0
CLEAR - iPhone X/XS,,0,18,0,0
,,0,4.3,0,0
CLEAR - iPhone 7/8/SE,,0,24,0,0
,,0,4.3,0,0
CLEAR - iPhone 12PRO MAX,,0,10.6,0,0
,,0,4.3,0,0
CLEAR - iPhone 12/12PRO,,0,32.7,0,0
,,0,4.3,0,0
CLEAR - iPhone 12 mini,,0,22.4,0,0
,,0,4.3,0,0
CLEAR - iPhone 11 PRO MAX,,0,3.5,0,0
,,0,4.3,0,0
CLEAR - iPhone 11 PRO,,0,11.3,0,0
,,0,4.3,0,0
CLEAR - iPhone 11,,0,23.1,0,0
,,0,4.3,0,0
AIRiXs_hneda,,0,2.1,0,0
,,0,4.3,0,0
AIRiXs_cervena,,0,1.4,0,0
,,0,4.3,0,0
AIRiXs_cerna,,0,3.6,0,0
,,0,4.3,0,0
AIRiXs_bezova,,0,0.7,0,0
,,0,4.3,0,0
AIRiXs_MAX_hneda,,0,0.7,0,0
,,0,4.3,0,0
AIRiXs_MAX_cervena,,0,0.4,0,0
,,0,4.3,0,0
AIRiXs_MAX_cerna,,0,0.6,0,0
,,0,4.3,0,0
AIRiXr_hneda,,0,1.2,0,0
,,0,4.3,0,0
AIRiXr_cervena,,0,1.1,0,0
,,0,4.3,0,0
AIRiXr_cerna,,0,1.5,0,0
,,0,4.3,0,0
AIRiX_tmava,,0,1.2,0,0
,,0,4.3,0,0
AIRiX_hneda,,0,1.4,0,0
,,0,4.3,0,0
AIRiX_cervena,,0,0.8,0,0
,,0,4.3,0,0
AIRiX_cerna,,0,2.5,0,0
,,0,4.3,0,0
AIRiX_bezova,,0,0.7,0,0
,,0,4.3,0,0
AIRi7/8/SE2_tmava,,0,2.9,0,0
,,0,4.3,0,0
AIRi7/8/SE2_hneda,,0,3.7,0,0
,,0,4.3,0,0
AIRi7/8/SE2_cervena,,0,3,0,0
,,0,4.3,0,0
AIRi7/8/SE2_cerna,,0,4.8,0,0
,,0,4.3,0,0
AIRi7/8/SE2_bezova,,0,2.1,0,0
,,0,4.3,0,0
3D_iXS MAX,,0,1.3,0,0
,,0,4.3,0,0
3D_iXS,,0,3.8,0,0
,,0,4.3,0,0
3D_iXR,,0,4.5,0,0
,,0,4.3,0,0
3D_iX,,0,5.9,0,0
,,0,4.3,0,0
3D_i7/8/SE2,,0,0,0,0
,,0,4.3,0,0
3D_i12_mini,,0,13.5,0,0
,,0,4.3,0,0
3D_i12_PRO_MAX,,0,5.8,0,0
,,0,4.3,0,0
3D_i12_PRO,,0,27.3,0,0
,,0,4.3,0,0
3D_i11_PRO_MAX,,0,1.4,0,0
,,0,4.3,0,0
3D_i11_PRO,,0,7.6,0,0
,,0,4.3,0,0
3D_i11,,0,0,0,0
