product_code,product_title,until_stockout,monthly_sales,inventory,lead_time,month_to_date_qty,last_month_qty
mini_hneda,MINI,45,1.6,4,30,3,24
mini_cerna,MINI,-30,0.8,0,30,1,12
Slim_hneda,SLIM,20,2.4,4,30,4,36
Slim_cerna,SLIM,129,1.3,7,30,0,20
PROTECT_XS_MAX_ruzova,PROTECT,59,0.4,1,14,0,1
PROTECT_XS_MAX_hneda,PROTECT,433,0.3,4,14,1,4
PROTECT_XS_MAX_cervena,PROTECT,437,0.4,6,14,0,6
PROTECT_XS_MAX_cerna,PROTECT,999,0.2,8,14,0,3
PROTECT_XR_hneda,PROTECT,213,0.8,6,14,0,12
PROTECT_XR_fialová,PROTECT,183,0.3,2,14,0,2
PROTECT_XR_cervena,PROTECT,76,1,3,14,0,15
PROTECT_XR_cerna,PROTECT,307,0.5,5,14,0,7
PROTECT_X/XS_ruzova,PROTECT,80,0.3,1,14,0,3
PROTECT_X/XS_hneda,PROTECT,75,2,6,14,0,29
PROTECT_X/XS_fialova,PROTECT,508,0.2,3,14,0,1
PROTECT_X/XS_cervena,PROTECT,156,1.1,6,14,2,15
PROTECT_X/XS_cerna,PROTECT,12,2.2,2,14,2,29
PROTECT_S10_hneda,PROTECT,89,1.2,4,14,1,17
PROTECT_S10_cervena,PROTECT,654,0.3,6,14,0,4
PROTECT_S10_cerna,PROTECT,161,0.3,2,14,0,5
PROTECT_7/8/SE_šedá,PROTECT,5,1.5,1,14,0,9
PROTECT_7/8/SE_fialová,PROTECT,78,1.3,4,14,0,6
PROTECT_7/8/SE2_ruzova,PROTECT,80,0.6,2,14,3,7
PROTECT_7/8/SE2_hneda,PROTECT,65,2.3,6,14,0,26
PROTECT_7/8/SE2_cervena,PROTECT,47,2.4,5,14,0,28
PROTECT_7/8/SE2_cerna,PROTECT,43,3.1,6,14,5,36
PROTECT_12_mini_tmave_modra,PROTECT,13,3.3,3,14,2,12
PROTECT_12_mini_hneda,PROTECT,33,3.1,5,14,1,15
PROTECT_12_mini_cervena,PROTECT,65,1.9,5,14,0,9
PROTECT_12_mini_cerna,PROTECT,32,3.9,6,14,3,17
PROTECT_12_PRO_MAX_tmave_modra,PROTECT,56,1.7,4,14,1,6
PROTECT_12_PRO_MAX_hneda,PROTECT,0,2.1,1,14,2,9
PROTECT_12_PRO_MAX_cervena,PROTECT,245,0.8,7,14,0,4
PROTECT_12_PRO_MAX_cerna,PROTECT,57,1.7,4,14,2,8
PROTECT_12/12_PRO_tmave_modra,PROTECT,-10,6.5,1,14,9,24
PROTECT_12/12_PRO_hneda,PROTECT,43,3.6,7,14,4,19
PROTECT_12/12_PRO_cervena,PROTECT,-7,4.1,1,14,6,21
PROTECT_12/12_PRO__cerna,PROTECT,-5,6.4,2,14,5,34
PROTECT_11_šedá,PROTECT,433,0.6,9,14,1,3
PROTECT_11_ruzova,PROTECT,308,0.5,5,14,0,7
PROTECT_11_hneda,PROTECT,48,2.9,6,14,3,43
PROTECT_11_fialova,PROTECT,128,1.1,5,14,0,5
PROTECT_11_cervena,PROTECT,49,2.4,5,14,1,36
PROTECT_11_cerna,PROTECT,52,2.7,6,14,3,41
PROTECT_11_PRO_ruzova,PROTECT,137,0.4,2,14,1,5
PROTECT_11_PRO_hneda,PROTECT,95,1.9,7,14,1,29
PROTECT_11_PRO_cervena,PROTECT,373,1.1,14,14,0,16
PROTECT_11_PRO_cerna,PROTECT,116,1.6,7,14,1,24
PROTECT_11_PRO_MAX_ruzova,PROTECT,168,0.3,2,14,0,1
PROTECT_11_PRO_MAX_hneda,PROTECT,710,0.3,8,14,0,5
PROTECT_11_PRO_MAX_cervena,PROTECT,359,0.5,6,14,0,7
PROTECT_11_PRO_MAX_cerna,PROTECT,344,0.7,8,14,0,10
PROTECT_11 PRO_šedá,PROTECT,34,0.6,1,14,0,4
PROTECT_11 PRO_zelená,PROTECT,1,1.9,1,14,1,13
PROTECT_11 PRO_fialová,PROTECT,41,0.5,1,14,0,1
PROTECT_11 PRO MAX_šedá,PROTECT,240,0.2,2,14,0,1
Gravirovani,PPLR_HIDDEN_PRODUCT,513,58.5,999999066,0,48,429
CLEAR - iPhone XS MAX,CLEAR,345,2.2,28,30,2,20
CLEAR - iPhone XR,CLEAR,156,8.2,51,30,17,72
CLEAR - iPhone X/XS,CLEAR,12,17.8,25,30,30,159
CLEAR - iPhone 7/8/SE,CLEAR,52,23.7,65,30,63,212
CLEAR - iPhone 12PRO MAX,CLEAR,158,10.4,65,30,18,49
CLEAR - iPhone 12/12PRO,CLEAR,-16,32.1,16,30,62,171
CLEAR - iPhone 12 mini,CLEAR,151,22,133,30,30,101
CLEAR - iPhone 11 PRO MAX,CLEAR,188,3.4,25,30,6,31
CLEAR - iPhone 11 PRO,CLEAR,45,11.2,28,30,14,97
CLEAR - iPhone 11,CLEAR,16,22.8,35,30,42,206
AIRiXs_hneda,AIR,14,2.1,2,14,2,32
AIRiXs_cervena,AIR,70,1.4,4,14,1,21
AIRiXs_cerna,AIR,19,3.6,4,14,6,54
AIRiXs_bezova,AIR,437,0.7,11,14,1,11
AIRiXs_MAX_hneda,AIR,257,0.7,6,14,1,10
AIRiXs_MAX_cervena,AIR,1092,0.4,14,14,0,5
AIRiXs_MAX_cerna,AIR,391,0.6,8,14,0,9
AIRiXr_hneda,AIR,86,1.2,4,14,2,18
AIRiXr_cervena,AIR,12,1.1,1,14,4,17
AIRiXr_cerna,AIR,172,1.5,9,14,4,22
AIRiX_tmava,AIR,112,1.2,5,14,0,18
AIRiX_hneda,AIR,115,1.4,6,14,1,20
AIRiX_cervena,AIR,415,0.8,12,14,1,12
