product_code,product_title,until_stockout,monthly_sales,inventory,lead_time,month_to_date_qty,last_month_qty
mini_hneda,MINI,45,1.6,4,30,0,3
mini_cerna,MINI,-30,0.8,0,30,0,1
Slim_hneda,SLIM,20,2.4,4,30,0,4
Slim_cerna,SLIM,129,1.3,7,30,0,0
PROTECT_XS_MAX_ruzova,PROTECT,60,0.4,1,14,0,0
PROTECT_XS_MAX_hneda,PROTECT,433,0.3,4,14,0,1
PROTECT_XS_MAX_cervena,PROTECT,438,0.4,6,14,0,0
PROTECT_XS_MAX_cerna,PROTECT,1002,0.2,8,14,0,0
PROTECT_XR_hneda,PROTECT,213,0.8,6,14,0,0
PROTECT_XR_fialová,PROTECT,184,0.3,2,14,0,0
PROTECT_XR_cervena,PROTECT,77,1,3,14,0,0
PROTECT_XR_cerna,PROTECT,308,0.5,5,14,0,0
PROTECT_X/XS_ruzova,PROTECT,80,0.3,1,14,0,0
PROTECT_X/XS_hneda,PROTECT,75,2,6,14,0,0
PROTECT_X/XS_fialova,PROTECT,511,0.2,3,14,0,0
PROTECT_X/XS_cervena,PROTECT,156,1.1,6,14,0,2
PROTECT_X/XS_cerna,PROTECT,12,2.2,2,14,0,2
PROTECT_S10_hneda,PROTECT,89,1.2,4,14,0,1
PROTECT_S10_cervena,PROTECT,656,0.3,6,14,0,0
PROTECT_S10_cerna,PROTECT,162,0.3,2,14,0,0
PROTECT_7/8/SE_šedá,PROTECT,6,1.5,1,14,0,0
PROTECT_7/8/SE_fialová,PROTECT,78,1.3,4,14,0,0
PROTECT_7/8/SE2_ruzova,PROTECT,80,0.6,2,14,0,3
PROTECT_7/8/SE2_hneda,PROTECT,65,2.3,6,14,0,0
PROTECT_7/8/SE2_cervena,PROTECT,47,2.4,5,14,0,0
PROTECT_7/8/SE2_cerna,PROTECT,43,3.1,6,14,0,5
PROTECT_12_mini_tmave_modra,PROTECT,13,3.2,3,14,0,2
PROTECT_12_mini_hneda,PROTECT,34,3.1,5,14,0,1
PROTECT_12_mini_cervena,PROTECT,66,1.9,5,14,0,0
PROTECT_12_mini_cerna,PROTECT,32,3.8,6,14,0,3
PROTECT_12_PRO_MAX_tmave_modra,PROTECT,57,1.7,4,14,0,1
PROTECT_12_PRO_MAX_hneda,PROTECT,0,2.1,1,14,0,2
PROTECT_12_PRO_MAX_cervena,PROTECT,246,0.8,7,14,0,0
PROTECT_12_PRO_MAX_cerna,PROTECT,57,1.7,4,14,0,2
PROTECT_12/12_PRO_tmave_modra,PROTECT,-10,6.4,1,14,0,9
PROTECT_12/12_PRO_hneda,PROTECT,44,3.6,7,14,0,4
PROTECT_12/12_PRO_cervena,PROTECT,-7,4.1,1,14,0,6
PROTECT_12/12_PRO__cerna,PROTECT,-5,6.4,2,14,0,5
PROTECT_11_šedá,PROTECT,436,0.6,9,14,0,1
PROTECT_11_ruzova,PROTECT,309,0.5,5,14,0,0
PROTECT_11_hneda,PROTECT,49,2.9,6,14,0,3
PROTECT_11_fialova,PROTECT,129,1,5,14,0,0
PROTECT_11_cervena,PROTECT,49,2.4,5,14,0,1
PROTECT_11_cerna,PROTECT,52,2.7,6,14,0,3
PROTECT_11_PRO_ruzova,PROTECT,137,0.4,2,14,0,1
PROTECT_11_PRO_hneda,PROTECT,95,1.9,7,14,0,1
PROTECT_11_PRO_cervena,PROTECT,374,1.1,14,14,0,0
PROTECT_11_PRO_cerna,PROTECT,116,1.6,7,14,0,1
PROTECT_11_PRO_MAX_ruzova,PROTECT,170,0.3,2,14,0,0
PROTECT_11_PRO_MAX_hneda,PROTECT,712,0.3,8,14,0,0
PROTECT_11_PRO_MAX_cervena,PROTECT,360,0.5,6,14,0,0
PROTECT_11_PRO_MAX_cerna,PROTECT,345,0.7,8,14,0,0
PROTECT_11 PRO_šedá,PROTECT,35,0.6,1,14,0,0
PROTECT_11 PRO_zelená,PROTECT,1,1.9,1,14,0,1
PROTECT_11 PRO_fialová,PROTECT,41,0.5,1,14,0,0
PROTECT_11 PRO MAX_šedá,PROTECT,242,0.2,2,14,0,0
Gravirovani,PPLR_HIDDEN_PRODUCT,513,58.5,999999066,0,0,48
CLEAR - iPhone XS MAX,CLEAR,346,2.2,28,30,0,2
CLEAR - iPhone XR,CLEAR,157,8.2,51,30,0,17
CLEAR - iPhone X/XS,CLEAR,12,17.7,25,30,0,30
CLEAR - iPhone 7/8/SE,CLEAR,52,23.6,65,30,0,63
CLEAR - iPhone 12PRO MAX,CLEAR,159,10.3,65,30,0,18
CLEAR - iPhone 12/12PRO,CLEAR,-15,31.9,16,30,0,62
CLEAR - iPhone 12 mini,CLEAR,153,21.8,133,30,0,30
CLEAR - iPhone 11 PRO MAX,CLEAR,189,3.4,25,30,0,6
CLEAR - iPhone 11 PRO,CLEAR,45,11.1,28,30,0,14
CLEAR - iPhone 11,CLEAR,16,22.7,35,30,0,42
AIRiXs_hneda,AIR,14,2.1,2,14,0,2
AIRiXs_cervena,AIR,70,1.4,4,14,0,1
AIRiXs_cerna,AIR,19,3.6,4,14,0,6
AIRiXs_bezova,AIR,437,0.7,11,14,0,1
AIRiXs_MAX_hneda,AIR,257,0.7,6,14,0,1
AIRiXs_MAX_cervena,AIR,1094,0.4,14,14,0,0
AIRiXs_MAX_cerna,AIR,392,0.6,8,14,0,0
AIRiXr_hneda,AIR,87,1.2,4,14,0,2
AIRiXr_cervena,AIR,12,1.1,1,14,0,4
AIRiXr_cerna,AIR,172,1.4,9,14,0,4
AIRiX_tmava,AIR,112,1.2,5,14,0,0
AIRiX_hneda,AIR,115,1.4,6,14,0,1
AIRiX_cervena,AIR,416,0.8,12,14,0,1
AIRiX_cerna,AIR,-2,2.4,1,14,0,6
AIRiX_bezova,AIR,28,0.7,1,14,0,0
AIRi7/8/SE2_tmava,AIR,6,2.9,2,14,0,3
AIRi7/8/SE2_hneda,AIR,2,3.6,2,14,0,6
AIRi7/8/SE2_cervena,AIR,46,3,6,14,0,3
AIRi7/8/SE2_cerna,AIR,11,4.8,4,14,0,7
AIRi7/8/SE2_bezova,AIR,15,2.1,2,14,0,1
3D_iXS MAX,LEMORY 3D,2038,1.2,86,30,0,0
3D_iXS,LEMORY 3D,340,3.7,46,30,0,1
3D_iXR,LEMORY 3D,124,4.5,23,30,0,13
3D_iX,LEMORY 3D,154,5.8,36,30,0,10
3D_i7/8/SE2,LEMORY 3D,56,47.9,138,30,0,38
3D_i12_mini,LEMORY 3D,232,13.1,115,30,0,14
3D_i12_PRO_MAX,LEMORY 3D,192,5.7,42,30,0,10
3D_i12_PRO,LEMORY 3D,69,26.5,88,30,0,44
3D_i11_PRO_MAX,LEMORY 3D,1446,1.4,68,30,0,2
3D_i11_PRO,LEMORY 3D,117,7.5,37,30,0,12
3D_i11,LEMORY 3D,-4,27.4,24,30,0,18
